Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
794,Tue Apr 19 19:14:20 +0000 2022,then you need to get a reality check malaysia is islamic not secularwith just  muslim population in indonesia you can t be an atheist u must follow a recognised religion that considers singularity of god hinduismbuddhism is registered as monotheist to get legality,Religious Comparison,Secularism,negative,0.81749666
794,Tue Apr 19 19:14:20 +0000 2022,then you need to get a reality check malaysia is islamic not secularwith just  muslim population in indonesia you can t be an atheist u must follow a recognised religion that considers singularity of god hinduismbuddhism is registered as monotheist to get legality,Religious Comparison,Race,neutral,0.5219817
794,Tue Apr 19 19:14:20 +0000 2022,then you need to get a reality check malaysia is islamic not secularwith just  muslim population in indonesia you can t be an atheist u must follow a recognised religion that considers singularity of god hinduismbuddhism is registered as monotheist to get legality,Religious Comparison,National Identity,neutral,0.50825995
795,Sat Apr 02 03:45:37 +0000 2022,lim kit siang s malaysian dream was for chin peng to be recognised as malaysian and for his ashes to be brought here dap s laknat malaysian dream is for malaysia to become a secular republic,Cultural Resistance to Islamization,Secularism,positive,0.7780026
795,Sat Apr 02 03:45:37 +0000 2022,lim kit siang s malaysian dream was for chin peng to be recognised as malaysian and for his ashes to be brought here dap s laknat malaysian dream is for malaysia to become a secular republic,Cultural Resistance to Islamization,Race,neutral,0.591972
795,Sat Apr 02 03:45:37 +0000 2022,lim kit siang s malaysian dream was for chin peng to be recognised as malaysian and for his ashes to be brought here dap s laknat malaysian dream is for malaysia to become a secular republic,Cultural Resistance to Islamization,National Identity,neutral,0.5367686
795,Sat Apr 02 03:45:37 +0000 2022,lim kit siang s malaysian dream was for chin peng to be recognised as malaysian and for his ashes to be brought here dap s laknat malaysian dream is for malaysia to become a secular republic,Cultural Resistance to Islamization,Politics,neutral,0.57022303
796,Tue Mar 22 05:58:20 +0000 2022,declaring hindu rashtra is also possible by inserting an extra clause that this shall not be subject to judicial review like malaysia is a muslim nation but letting hindus be hindus india too can anyway we had always been really secular,Religious Comparison,Islamic Identity,neutral,0.536881
796,Tue Mar 22 05:58:20 +0000 2022,declaring hindu rashtra is also possible by inserting an extra clause that this shall not be subject to judicial review like malaysia is a muslim nation but letting hindus be hindus india too can anyway we had always been really secular,Religious Comparison,Secularism,positive,0.84282136
796,Tue Mar 22 05:58:20 +0000 2022,declaring hindu rashtra is also possible by inserting an extra clause that this shall not be subject to judicial review like malaysia is a muslim nation but letting hindus be hindus india too can anyway we had always been really secular,Religious Comparison,Race,positive,0.50317794
796,Tue Mar 22 05:58:20 +0000 2022,declaring hindu rashtra is also possible by inserting an extra clause that this shall not be subject to judicial review like malaysia is a muslim nation but letting hindus be hindus india too can anyway we had always been really secular,Religious Comparison,National Identity,positive,0.5848278
797,Sun Mar 06 04:38:37 +0000 2022,generally there is no intolerance otherwise india would have been a hindu countrynot a secular country like malaysia is an officially islamic country but there are multiple historic scars  muslims were invaders who killed and raped  partition was demanded by muslims,Religious Comparison,Islamic Identity,negative,0.522534
797,Sun Mar 06 04:38:37 +0000 2022,generally there is no intolerance otherwise india would have been a hindu countrynot a secular country like malaysia is an officially islamic country but there are multiple historic scars  muslims were invaders who killed and raped  partition was demanded by muslims,Religious Comparison,Secularism,negative,0.74113923
797,Sun Mar 06 04:38:37 +0000 2022,generally there is no intolerance otherwise india would have been a hindu countrynot a secular country like malaysia is an officially islamic country but there are multiple historic scars  muslims were invaders who killed and raped  partition was demanded by muslims,Religious Comparison,Race,negative,0.8870551
797,Sun Mar 06 04:38:37 +0000 2022,generally there is no intolerance otherwise india would have been a hindu countrynot a secular country like malaysia is an officially islamic country but there are multiple historic scars  muslims were invaders who killed and raped  partition was demanded by muslims,Religious Comparison,National Identity,negative,0.7449544
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,Islamic Identity,negative,0.7550022
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,Secularism,negative,0.96584386
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,Religious Beliefs,negative,0.8665871
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,Race,negative,0.90890443
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,National Identity,negative,0.891819
798,Fri Apr 08 04:14:43 +0000 2022,like zambia and malaysia are examples with the arrival of the muslim majority these secular countries were declared islamic countries violence occurs daily in countries such as london sweden france and norway have you ever wondered why this is happening who,Cultural Resistance to Islamization,Violence,negative,0.95219254
799,Sun Mar 27 19:00:35 +0000 2022,the secular world is tearing itself apart because it chose to rebel against those god ordained authority that is found in jesus christ resurrectionofbelievers,Religious Supremacy,Secularism,negative,0.9644119
