Id,created_at,cleaned_text,type,aspect
1009,Fri Oct 29 16:53:35 +0000 2021,malaysia is a secular country no wonder the people separate god from their life its a secular country,Cultural Resistance to Islamization,Secularism
1009,Fri Oct 29 16:53:35 +0000 2021,malaysia is a secular country no wonder the people separate god from their life its a secular country,Cultural Resistance to Islamization,Race
1009,Fri Oct 29 16:53:35 +0000 2021,malaysia is a secular country no wonder the people separate god from their life its a secular country,Cultural Resistance to Islamization,National Identity
1010,Thu Oct 14 07:38:13 +0000 2021,man they were proud to say malaysia isn t a secular country that shows their general knowledge,Cultural Resistance to Islamization,Secularism
1010,Thu Oct 14 07:38:13 +0000 2021,man they were proud to say malaysia isn t a secular country that shows their general knowledge,Cultural Resistance to Islamization,Race
1010,Thu Oct 14 07:38:13 +0000 2021,man they were proud to say malaysia isn t a secular country that shows their general knowledge,Cultural Resistance to Islamization,National Identity
1011,Fri Sep 10 12:59:30 +0000 2021,certain islamic laws were added later as the leaders of malaysia wanted to appease the saudis and their petrodollars are you suggesting that malaysia should be secular like indonesia i hope the majority malays would be fine with it,Cultural Resistance to Islamization,Islamic Identity
1011,Fri Sep 10 12:59:30 +0000 2021,certain islamic laws were added later as the leaders of malaysia wanted to appease the saudis and their petrodollars are you suggesting that malaysia should be secular like indonesia i hope the majority malays would be fine with it,Cultural Resistance to Islamization,Secularism
1011,Fri Sep 10 12:59:30 +0000 2021,certain islamic laws were added later as the leaders of malaysia wanted to appease the saudis and their petrodollars are you suggesting that malaysia should be secular like indonesia i hope the majority malays would be fine with it,Cultural Resistance to Islamization,Race
1011,Fri Sep 10 12:59:30 +0000 2021,certain islamic laws were added later as the leaders of malaysia wanted to appease the saudis and their petrodollars are you suggesting that malaysia should be secular like indonesia i hope the majority malays would be fine with it,Cultural Resistance to Islamization,National Identity
1012,Wed Sep 29 07:13:59 +0000 2021,india is secular only because hindus are in majority malaysia became islamic country when muslim population increased to,Fear-Mongering & Conspiracy,Islamic Identity
1012,Wed Sep 29 07:13:59 +0000 2021,india is secular only because hindus are in majority malaysia became islamic country when muslim population increased to,Fear-Mongering & Conspiracy,Secularism
1012,Wed Sep 29 07:13:59 +0000 2021,india is secular only because hindus are in majority malaysia became islamic country when muslim population increased to,Fear-Mongering & Conspiracy,Race
1012,Wed Sep 29 07:13:59 +0000 2021,india is secular only because hindus are in majority malaysia became islamic country when muslim population increased to,Fear-Mongering & Conspiracy,National Identity
1013,Thu Oct 14 04:52:25 +0000 2021,if malaysia is a  secular country you murtad people can live happily but i dont think you are happy as we speak  put it this way agama islam ialah agama rasmi malaysia which is secular to you you wont come at me and whine about your incapability to officially murtad,Directly Hostile Terms,Islamic Identity
1013,Thu Oct 14 04:52:25 +0000 2021,if malaysia is a  secular country you murtad people can live happily but i dont think you are happy as we speak  put it this way agama islam ialah agama rasmi malaysia which is secular to you you wont come at me and whine about your incapability to officially murtad,Directly Hostile Terms,Secularism
1013,Thu Oct 14 04:52:25 +0000 2021,if malaysia is a  secular country you murtad people can live happily but i dont think you are happy as we speak  put it this way agama islam ialah agama rasmi malaysia which is secular to you you wont come at me and whine about your incapability to officially murtad,Directly Hostile Terms,Religious Beliefs
1013,Thu Oct 14 04:52:25 +0000 2021,if malaysia is a  secular country you murtad people can live happily but i dont think you are happy as we speak  put it this way agama islam ialah agama rasmi malaysia which is secular to you you wont come at me and whine about your incapability to officially murtad,Directly Hostile Terms,Race
1013,Thu Oct 14 04:52:25 +0000 2021,if malaysia is a  secular country you murtad people can live happily but i dont think you are happy as we speak  put it this way agama islam ialah agama rasmi malaysia which is secular to you you wont come at me and whine about your incapability to officially murtad,Directly Hostile Terms,National Identity
1014,Fri Oct 29 06:46:33 +0000 2021,i think this point you raised finally made sense to me when i recalled an elderly sister who used to lead our study circle said that malaysia is one of the last few bastions in the islamic world not severely affected and corrupted by secular liberal discourse,Fear-Mongering & Conspiracy,Islamic Identity
1014,Fri Oct 29 06:46:33 +0000 2021,i think this point you raised finally made sense to me when i recalled an elderly sister who used to lead our study circle said that malaysia is one of the last few bastions in the islamic world not severely affected and corrupted by secular liberal discourse,Fear-Mongering & Conspiracy,Secularism
1014,Fri Oct 29 06:46:33 +0000 2021,i think this point you raised finally made sense to me when i recalled an elderly sister who used to lead our study circle said that malaysia is one of the last few bastions in the islamic world not severely affected and corrupted by secular liberal discourse,Fear-Mongering & Conspiracy,Race
1014,Fri Oct 29 06:46:33 +0000 2021,i think this point you raised finally made sense to me when i recalled an elderly sister who used to lead our study circle said that malaysia is one of the last few bastions in the islamic world not severely affected and corrupted by secular liberal discourse,Fear-Mongering & Conspiracy,National Identity
1014,Fri Oct 29 06:46:33 +0000 2021,i think this point you raised finally made sense to me when i recalled an elderly sister who used to lead our study circle said that malaysia is one of the last few bastions in the islamic world not severely affected and corrupted by secular liberal discourse,Fear-Mongering & Conspiracy,Social Issues
1015,Fri Nov 26 04:53:07 +0000 2021,this brader is not allowed to pray friday anyone who says islam in malaysia does not know the race and the color of the skin is a cheat,Cultural Resistance to Islamization,Islamic Identity
