Id,created_at,full_text,label,type,explanation
980,Thu Aug 19 05:20:23 +0000 2021,Malaysia s number one threat is not corruption but religious extremism. That followed by Malay ethnonationalism which breeds and gives cover to corruption. The two combined is capable of tearing our social fabrics into shreds and change the intended nature of our country.,1,Fear-Mongering & Conspiracy,Frames religious extremism and Malay ethnonationalism as existential threats to the nation.
981,Mon Aug 23 08:45:27 +0000 2021,@AliHasn97 @X2YucXS1gvKjutc @pakistan_untold Indonesian were tribals who became hindus during 1st century after indian kings occupied Indonesia. Indonesia then it had hindu kings. tamilians spreaded Buddhism there and in other South Asian countries . Malaysia and Indonesia are exception to forced conversion done by muslim. https://t.co/ZDMINSe93v,1,Religious Comparison,"Claims that Indonesia and Malaysia underwent religious conversions unlike forced conversions in other regions, implying Muslims convert others forcibly."
982,Mon Aug 23 08:47:30 +0000 2021,@AliHasn97 @X2YucXS1gvKjutc @pakistan_untold It was easy for muslim merchants to covert Malaysia and Indonesia because these countries had no original religion. They were tribals who first became hindu then buddhist then muslim. Malaysia and Indonesia are only countries which converted to izlam without force .,1,Religious Supremacy,Devalues Islamic heritage in Malaysia and Indonesia by claiming they had 'no original religion' and were easily converted.
983,Sat Oct 30 11:20:00 +0000 2021,MUI Beri Peringatan ke Sukmawati: Ibu Jangan Lagi Jelekkan Islam https://t.co/EaDhM2fffZ,1,Directly Hostile Terms,"Warning against insulting Islam may indicate religious defensiveness, depending on tone."
984,Tue Sep 21 06:20:14 +0000 2021,M Kece Ditangkap karena Menista Agama Pendeta Saifuddin: Sumber Semua Ini Abdul Somad https://t.co/d10pApRlYj,1,Directly Hostile Terms,"Relates arrest for religious insult and attributes blame, casting negative light on Islamic figures."
985,Fri Oct 01 09:19:38 +0000 2021,surau atau masjid patut tarik tauliah dia ni dari ceramah kalau telah diberikan. Tengok gaya rosak Malaysia bilamana ada penghasut mcmni. siapa bakar masjid buddha siapa bom masjid di Pakistan Hinddu dua agama ni ada di Malaysia Malaysia dah aman. Org mcmni perosak. https://t.co/1FlO4tjSJo,1,Directly Hostile Terms,Calls someone a 'perosak' and references violence against mosques; incites against a speaker.
986,Thu Oct 21 10:19:17 +0000 2021,In 1950s Malaysia Malay Mslims were barely 55% when they declared Islam as official religion and passed Bhumiputera laws discriminating against non Malay Mslims - Chinese and Indians. Demographics is destiny sure but also your willpower is destiny.,1,Cultural Resistance to Islamization,Claims Islamization occurred when Malays were only a slight majority and imposed discriminatory laws.
987,Sat Oct 23 05:56:06 +0000 2021,Freedom of religion abroad means muslims in non muslim countries get to pray freely and safely. At the same time non malaysian muslims are prohibited from entering a mosque in a muslim country. Are we masking superiority with religion? Shame on us https://t.co/esCAPK8ydp,1,Religious Supremacy,Criticizes perceived hypocrisy and superiority in Muslim countries regarding mosque entry.
988,Sat Sep 04 14:39:57 +0000 2021,Constructing Namaz room is Secular.. building Temple is communal.,1,Cultural Resistance to Islamization,Criticizes perceived religious double standards; implies religious bias.
989,Wed Sep 15 13:32:12 +0000 2021,Antara topik menarik hari ini Menurut puak Feminist/Libtard twitter Masjid di Malaysia mengamalkan diskriminasi terhadap wanita Buktinya? Wanita perlu solat di tempat tertutup yang dikhaskan di belakang kawasan solat jemaah lelaki https://t.co/V62NMZ2RPz,1,Cultural Resistance to Islamization,"Sarcastically frames mosque practices as discriminatory, with dismissive tone."
990,Fri Sep 17 06:37:43 +0000 2021,So i went to the masjid today Friday prayer and i was fully vaccinated but the guy at the door said my boss said no foreigns allowed in the mosque yesterday the government allowed 500 people in the mosque yet I wasn t allowed . #Malaysia #mosque #masjid https://t.co/F6rHdYSYf4,1,Cultural Resistance to Islamization,Discriminatory mosque policy based on nationality implies exclusion of Muslims based on ethnic or national identity.
991,Sun Oct 17 07:07:29 +0000 2021,Menonton Midnight Mass ini kita jadi tidak terkejut dengan org yg jadi bodoh kerana agama. Org yg boleh membunuh dan menghilangkan org lain kerana agama. Jangan terkejut kalau ia bermula dgn org yg senang sekali menuduh sesat dan liberal . Kita sedang melihatnya di Malaysia.,1,Fear-Mongering & Conspiracy,"Associates religion with irrational violence, uses a TV show analogy to imply religion causes harm."
992,Tue Sep 07 14:15:08 +0000 2021, Corruption needs to be redefined the recipient of a bribe is not corrupt - President of the Islamic Party of Malaysia. whatever the fuck is going on in his addled little mind has very little to do with Islam.,1,Directly Hostile Terms,"Profanity used toward Islamic political leader, implies irrationality linked to Islam."
993,Fri Sep 24 13:21:49 +0000 2021,Because of the ongoing controversy regarding the Sharia gambling and men dressed as women Parliament has to decide once and for all whether Malaysia is a secular or Islamic country. If not the Muslims and the Islamophobics will continue to quarrel and threaten race relations. https://t.co/kS8H1VxwcR,1,Institutional Distrust,"Claims political ambiguity between secular and Islamic law leads to conflict, invokes Islamophobia as a threat."
994,Tue Oct 19 08:27:00 +0000 2021,Your religion forbides you from drinking. Everyone knows and respect this but yet the religious police are banging this drum. They are clearly saying If you don't bow to our wishes we will make life harder for you. Well fuck them. Malaysia is a secular country.,1,Cultural Resistance to Islamization,"Accuses religious police of oppression, uses strong language to resist religious authority."
995,Thu Oct 28 10:46:54 +0000 2021,The manufacturer should take them to court. After all Timah is sold to non-Muslims and Malaysia is a secular country after all. The Malay Taliban must given be a good whacking in court.,1,Cultural Resistance to Islamization,"Calls religious conservatives ""Malay Taliban"" and implies opposition to secular norms."
996,Tue Sep 07 01:45:12 +0000 2021,Don't these idiots know that Malaysia is a secular country? They can throw their toys all they want and if they try to bend the constitution to their will they will fail. Plus they are about to make a lot of atheists if they keep pushing.,1,Cultural Resistance to Islamization,"Describes Muslims as ""idiots"" for their religious views; hostility to religious influence."
997,Sat Oct 30 10:38:52 +0000 2021,This is a slippery slope. Malaysia is a secular country someone needs to throw the constitution at his face.,1,Cultural Resistance to Islamization,Hostility toward religious authority; promotes secular constitution with aggressive tone.
998,Mon Oct 18 15:48:48 +0000 2021,Malaysia is a secular country. The alcoholic beverage is promoted and sold to non-Muslims. You have no business messing about with lives of non-Muslims. And Timah is the Malay word for Tin which is a mineral. The man on the bottle is a British man named Captain Speedy.,1,Cultural Resistance to Islamization,Defends secularism against Muslim objections to alcohol; implies overreach by Muslims.
999,Thu Oct 28 09:43:03 +0000 2021,We need to fight. Fight tooth and nail if we must. Malaysia is a secular country just as written in the constitution. If the ultrareligious want to create their own paradise they can move to Afghanistan. Enough is enough.,1,Cultural Resistance to Islamization,Aggressively opposes religious influence in Malaysia; suggests Muslims should leave.
1000,Mon Oct 04 09:48:13 +0000 2021,Drugs Halaal certified products Pirated cheap CDs-DVDs all are Dubai - Malaysia controlled Terror funding mafias.,1,Fear-Mongering & Conspiracy,Accuses Muslim-majority Malaysia and Dubai of terrorism funding via halal-certified goods.
1001,Sat Oct 16 08:21:41 +0000 2021,Never heard and saw prayers being offered on roads and open spaces in Europe/North America or even Malaysia. Are prayers offered on roads in Muslim countries notably in West Asia? If not are prayers offed on roads in India to provoke the secular and silent majority?,1,Fear-Mongering & Conspiracy,Implicates Muslims using public prayer to provoke; implies they are threats to secular peace.
1002,Tue Sep 21 05:50:43 +0000 2021,It's quite disappointing to see this issue being discussed in a partisan manner rather than how much power religious authorities have here in Malaysia. It's a civil liberty issue. We are a secular country - we shouldn't let barbarians rule the streets.,1,Cultural Resistance to Islamization,"Refers to religious authorities as ""barbarians""; implies they don’t belong in secular state."
1003,Thu Oct 28 10:53:26 +0000 2021,This is nothing but outright bullying and intimidation by Talibumis (thanks @c4rmenk4ss). Malaysia is a secular country is it not? Then why is a alcoholic beverage bowing down to the whims of extremists? Imagine being Muslim and being dumbed down like this by fellow believers.,1,Directly Hostile Terms,"Uses slurs like ""Talibumis"" and dehumanizes fellow Muslims as extremists."
1004,Wed Sep 15 18:06:04 +0000 2021,How could so many countries become Islamic nations needs to be answered at all levels notably Judicial? In particular how and why did Malaysia with 40% non-Muslim population begin as a secular country and became an Islamic country within a decade after independence?,1,Fear-Mongering & Conspiracy,Frames Islamization as creeping threat despite demographic balance.
1005,Fri Oct 15 14:11:46 +0000 2021,Malaysia? We've turned into a Taliban nation. Despite the fact that our founding fathers wished for Malaysia to be a secular democracy.,1,Fear-Mongering & Conspiracy,Compares Malaysia to Taliban regime; implies Islamic governance is regressive.
1006,Thu Oct 14 11:04:27 +0000 2021,Even in supposedly secular Malaysia a specific interpretation of God's rules are used to justify oppression. Oppression of the poor of minorities of women. Coincidentally the people in power who propagate the official interpretation benefit the most from it,1,Institutional Distrust,Frames Islamic law as a tool for systemic oppression in Malaysia.
1007,Wed Sep 15 10:51:17 +0000 2021,@IndianExpress @Javedakhtarjadu India's secularism is protected by Hindus only. Constitution is every where in Pakistan in Bangladesh in Malaysia etc.... but people of specific mentality and thoughts doesn't allow secularism. It means... Hindus are most decent tolerant &amp; most secular.,1,Religious Comparison,"Frames Islam as preventing secularism, contrasting with Hinduism in a way that promotes religious resentment."
1008,Sat Sep 11 13:17:05 +0000 2021,@Imtiyaz66031523 @Schandillia malaysia &amp; turkey??? Those are countries which were secular democratic earlier and recently moving into religious fascism just like India. But due to their strong constitution modern education &amp; strong economy things are not as ugly like Afg or Pak.,1,Fear-Mongering & Conspiracy,Suggests Malaysia and Turkey are slipping into religious fascism.
