Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
864,Sun Oct 30 00:50:27 +0000 2022,JAWI or any religious dept in Msia has too much power and control over Muslim lives yet many Muslims won't realise it until its too late. Islam flourishes when there is freedom. U cannot police faith!,JAWI or any religious dept in Msia has too much power and control over Muslim lives yet many Muslims won't realise it until its too late. Islam flourishes when there is freedom. U cannot police faith!,1,Fear-Mongering & Conspiracy,Claims that religious departments have excessive control and portrays Islam as restrictive.,jawi or any religious dept in msia has too much power and control over muslim lives yet many muslims wont realise it until its too late islam flourishes when there is freedom u cannot police faith
865,Sun Oct 30 10:51:13 +0000 2022,@GayBirdHere nak tanya ahh kan malaysia ni enn agama rasmi nya ape? klau la enn tak boleh la ennnn nak ikut agama rasmi ennnn sila la kan ennn keluar ennn dri enn malaysia ennn simpleeeeee tak payah nak ahh saya la insan tersakiti takyah just fuck off,@GayBerir Here is the crowd enjahintmi who can't. I don't buy a rami of Aennmi Ennn the icon of the faith has come out of the Lord from because I'm amilly we',1,Directly Hostile Terms,Rude and exclusionary language demanding people leave Malaysia based on religion.,here is the crowd enjahintmi who cant i dont buy a rami of aennmi ennn the icon of the faith has come out of the lord from because im amilly we
866,Wed Sep 07 11:45:00 +0000 2022,Malaysia is and forever will be a secular country. Islamists are openly playing with fire. Their influence must be quashed before they become radical and unruly. Their influence on Malaysian politics isn't just a threat for non-Muslims but for moderate/secular Muslims too.,Malaysia is and forever will be a secular country. Islamists are openly playing with fire. Their influence must be quashed before they become radical and unruly. Their influence on Malaysian politics isn't just a threat for non-Muslims but for moderate/secular Muslims too.,1,Fear-Mongering & Conspiracy,Frames Islamists as a political threat that must be 'quashed'.,malaysia is and forever will be a secular country islamists are openly playing with fire their influence must be quashed before they become radical and unruly their influence on malaysian politics isnt just a threat for nonmuslims but for moderatesecular muslims too
867,Sun Oct 30 11:22:35 +0000 2022,Niggas be calling Malaysia's institution is secular and then say this when the religion department does something to their own Like nigga be consistent with your statement!!!,Niggas be calling Malaysia's institution is secular and then say this when the religion department does something to their own Like nigga be consistent with your statement!!!,1,Directly Hostile Terms,Uses racial slurs and criticizes Muslims inconsistently. Islamophobic.,niggas be calling malaysias institution is secular and then say this when the religion department does something to their own like nigga be consistent with your statement
868,Sun Oct 30 09:28:58 +0000 2022,the amnt of dumb fucking people in the replies. jsyk malaysia is NOT an islamic country the official religion is Islam but thats IT. we are known as a SECULAR country &amp; it is even in our constitution the ultimate law. stfu about 'malaysia negara islam' no it isn't you cunt.,the amnt of dumb fucking people in the replies. jsyk malaysia is NOT an islamic country the official religion is Islam but thats IT. we are known as a SECULAR country &amp; it is even in our constitution the ultimate law. stfu about 'malaysia negara islam' no it isn't you cunt.,1,Directly Hostile Terms,Aggressively asserts Malaysia is not Islamic and uses profanity. Islamophobic tone.,the amnt of dumb fucking people in the replies jsyk malaysia is not an islamic country the official religion is islam but thats it we are known as a secular country and it is even in our constitution the ultimate law stfu about malaysia negara islam no it isnt you cunt
869,Fri Sep 23 05:47:13 +0000 2022,Malaysian anarchists be pulling up that one Malaysia constitution that explains that Malaysia is a secular country NIGGA IS YOU AN ANARCHIST OR A SECULARIST?! YOU CAN'T BE BOTH! CHOOSE ONE!!!,Malaysian anarchists be pulling up that one Malaysia constitution that explains that Malaysia is a secular country NIGGA IS YOU AN ANARCHIST OR A SECULARIST?! YOU CAN'T BE BOTH! CHOOSE ONE!!!,1,Directly Hostile Terms,Uses racial slurs and mocks secular beliefs. Islamophobic.,malaysian anarchists be pulling up that one malaysia constitution that explains that malaysia is a secular country nigga is you an anarchist or a secularist you cant be both choose one
870,Wed Sep 07 15:13:10 +0000 2022,@anubhab These countries pretend to be secular on the surface only because a major part of their revenue comes from tourism. Scratch the surface and you get Egypt Malaysia etc. Morocco is an exception.,@anubhab These countries pretend to be secular on the surface only because a major part of their revenue comes from tourism. Scratch the surface and you get Egypt Malaysia etc. Morocco is an exception.,1,Fear-Mongering & Conspiracy,"Implies Malaysia only pretends to be secular and hides religious extremism for tourism, promoting a negative stereotype.",these countries pretend to be secular on the surface only because a major part of their revenue comes from tourism scratch the surface and you get egypt malaysia etc morocco is an exception
871,Sat Sep 17 14:13:23 +0000 2022,@erfan9271 @jammin1111 @MorningAfa Turkey is a secular country and Indonesia and Malaysia have soft blasphemy and sharia law and it is evident when you see women getting publicly flogged for committing an act of indecency.,@erfan9271 @jammin1111 @MorningAfa Turkey is a secular country and Indonesia and Malaysia have soft blasphemy and sharia law and it is evident when you see women getting publicly flogged for committing an act of indecency.,1,Fear-Mongering & Conspiracy,"Highlights sharia and public punishments in Malaysia in a negative framing, inducing fear and associating Malaysia with harsh religious law.",turkey is a secular country and indonesia and malaysia have soft blasphemy and sharia law and it is evident when you see women getting publicly flogged for committing an act of indecency
872,Fri Nov 18 04:25:13 +0000 2022,Ada kumpulan Yahudi Kristian rancang ambil alih Malaysia - Muhyiddin https://t.co/nDuSgBUZFb,There is a group of Christian Jews Plan to take over Malaysia - Muhyiddin https://t.co/ndusgbuzfb,1,Fear-Mongering & Conspiracy,"This tweet promotes a conspiracy theory framing Christians and Jews as plotting to ""take over"" Malaysia, portraying them as a threat to the Muslim nation.",there is a group of christian jews plan to take over malaysia  muhyiddin
873,Sat Nov 19 20:56:52 +0000 2022,Malaysia is one of the biggest stories in the world today. An Islamist party that supports the strict application of Sharia law with a leader who has praised the Taliban will be the largest single party in parliament for the first time exploding in support compared to 2018,Malaysia is one of the biggest stories in the world today. An Islamist party that supports the strict application of Sharia law with a leader who has praised the Taliban will be the largest single party in parliament for the first time exploding in support compared to 2018,1,Fear-Mongering & Conspiracy,Frames Islamists as a threat using Taliban comparison.,malaysia is one of the biggest stories in the world today an islamist party that supports the strict application of sharia law with a leader who has praised the taliban will be the largest single party in parliament for the first time exploding in support compared to
874,Fri Nov 18 02:54:36 +0000 2022,The Council of Churches of Malaysia has expressed shock at a statement by @MuhyiddinYassin suggesting that Christians are working in concert with a group of Jews to promote and Christianise Malaysia. https://t.co/ra7vIxZ4eG,The Council of Churches of Malaysia has expressed shock at a statement by @MuhyiddinYassin suggesting that Christians are working in concert with a group of Jews to promote and Christianise Malaysia. https://t.co/ra7vIxZ4eG,1,Fear-Mongering & Conspiracy,Propagates false Christian/Jewish takeover conspiracy.,the council of churches of malaysia has expressed shock at a statement by  suggesting that christians are working in concert with a group of jews to promote and christianise malaysia
